case_no,date_opened,subtype,date_closed,assigned_to,site_address,parcel_no,owner,resident,status,violation_description
RENT1901-001,2019-01-02,VIOLATIONS,2019-01-22,MARY EMRICK,51 EAST ST**,020600007844725,,,CLOSED,ALL BEDROOMS - NEEDS 10 YR SMOKE DETECTORS
RENT1812-037,2018-12-31,VIOLATIONS,2019-05-07,ADAM KNIGHT,32 HERITAGE COURT,020636090028555,,,CLOSED,Rental Inspection
RENT1812-036,2018-12-31,VIOLATIONS,2019-02-19,ADAM KNIGHT,27 HERITAGE COURT #104,020636090028578,,,CLOSED,Rental Inspection
RENT1812-035,2018-12-31,VIOLATIONS,2019-01-07,ADAM KNIGHT,318 CHESAPEAKE AVE** A & B,020600003976132,,,CLOSED,Rental Inspection
RENT1812-034,2018-12-31,VIOLATIONS,2019-05-07,ADAM KNIGHT,600 BURNSIDE ST**,020600006790700,,,CLOSED,Rental Inspection
RENT1812-033,2018-12-31,VIOLATIONS,2019-02-19,ADAM KNIGHT,507 BURNSIDE ST**,020600009011800,,,CLOSED,Rental Inspection
RENT1901-004,2019-01-03,VIOLATIONS,2019-11-13,ADAM KNIGHT,936 BAY RIDGE AVE 205,020611390087603,,,CLOSED,"(4/17/2019 9:48 AM DT)
FAILURE TO ALLOW HOUSING INSPECTOR TO COMPLETE A SCHEDULED FOLLOW UP INSPECTION WITHOUT NOTE TO CANCEL"
RENT1901-004,2019-01-03,VIOLATIONS,2019-11-13,ADAM KNIGHT,936 BAY RIDGE AVE 205,020611390087603,,,CLOSED,"(4/17/2019 9:48 AM DT)
FAILURE TO ALLOW HOUSING INSPECTOR TO COMPLETE A SCHEDULED FOLLOW UP INSPECTION WITHOUT NOTE TO CANCEL"
RENT1901-018,2019-01-15,VIOLATIONS,2019-02-21,MARY EMRICK,913 SPA RD**,020600003861500,,,CLOSED,MULTIPLE VIOLATIONS
RENT1901-026,2019-01-18,VIOLATIONS,2019-04-10,MARY EMRICK,51 CLAY ST,020654903864214,,,CLOSED,MULTIPLE VIOLATIONS
RENT1901-025,2019-01-18,VIOLATIONS,2019-02-06,MARY EMRICK,15 LAFAYETTE AVE**,020600005791810,,,CLOSED,MULTIPLE VIOLATIONS
RENT1901-024,2019-01-16,VIOLATIONS,2019-03-13,MARY EMRICK,930-940 BAY FOREST COURT,020600090027410,,,CLOSED,MULTIPLE VIOLATIONS
RENT1901-023,2019-01-15,VIOLATIONS,2019-02-04,MARY EMRICK,21 WINDWHISPER LN,020626890036204,,,CLOSED,EXTERIOR HANDRAIL & REAR OUTLET
RENT1901-022,2019-01-15,VIOLATIONS,2020-09-16,MARY EMRICK,920 BOUCHER AVE**,020600005896800,,,CLOSED,APT 1 & APT 2-
RENT1901-021,2019-01-15,VIOLATIONS,2020-01-09,MARY EMRICK,200 CLAY ST,020600003616200,,,CLOSED,NEW HEAT PUMP - NO PERMITS
RENT1901-010,2019-01-08,VIOLATIONS,2019-02-26,ADAM KNIGHT,15 PRESIDENT POINT DR B3,020669090000894,,,CLOSED,Rental Inspection
RENT1901-019,2019-01-15,VIOLATIONS,2019-02-21,MARY EMRICK,917 SPA RD**,020600003861500,,,CLOSED,MULTIPLE VIOLATIONS
RENT1901-011,2019-01-08,VIOLATIONS,2019-06-03,MARY EMRICK,147 PRINCE GEORGE STREET,020600006104500,,,CLOSED,COMBO SMOKE/CARBON MONOXIDE DETECTORS
RENT1901-017,2019-01-15,VIOLATIONS,2019-02-21,MARY EMRICK,911 SPA RD**,020600003861500,,,CLOSED,MULTIPLE VIOLATIONS
RENT1901-016,2019-01-11,VIOLATIONS,2019-02-22,ADAM KNIGHT,107 QUIET WATERS PLACE,020605590085646,,,CLOSED,Rental Inspection
RENT1901-015,2019-01-11,VIOLATIONS,2019-06-18,ADAM KNIGHT,11 HICKS AVENUE,020600001973257,,,CLOSED,Rental Inspection
RENT1901-014,2019-01-09,VIOLATIONS,2019-06-07,ADAM KNIGHT,50 PLEASANT STREET**,020600001433750,,,CLOSED,RENTALINSPECTION
RENT1901-013,2019-01-09,VIOLATIONS,2019-02-08,MARY EMRICK,931-933 EDGEWOOD RD,020600090027411,,,CLOSED,MULTIPLE VIOLATIONS
RENT1812-030,2018-12-20,VIOLATIONS,2019-01-22,ADAM KNIGHT,1212 CEDAR PARK ROAD**,020601006981805,,,CLOSED,Rental Inspection
RENT1901-020,2019-01-15,VIOLATIONS,2019-02-21,MARY EMRICK,915 SPA RD**,020600003861500,,,CLOSED,MULTIPLE VIOLATIONS
RENT1812-005,2018-12-07,VIOLATIONS,2019-01-08,ADAM KNIGHT,423 HARWOOD PL,020619090035362,,,CLOSED,Rental Inspection
RENT1812-032,2018-12-27,VIOLATIONS,2019-01-28,MARY EMRICK,139 PRINCE GEORGE ST,020600001454400,,,CLOSED,FAILURE TO APPLY FOR RENTAL LICENSE
RENT1812-012,2018-12-11,FAILURE TO RENEW,2020-03-19,MARY EMRICK,39 JEFFERSON PL**,020600003080000,,,CLOSED,FAILURE TO RENEW RENTAL LICENSE
RENT1812-011,2018-12-11,VIOLATIONS,2020-01-29,MARY EMRICK,665 GENESSEE STREET,020698690035273,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1812-010,2018-12-10,VIOLATIONS,2019-02-04,MARY EMRICK,139 PRINCE GEORGE ST,020600001454400,,RESIDENTS,CLOSED,TRASH CANS LEFT OUTSIDE OF BUILDING
RENT1812-008,2018-12-10,VIOLATIONS,2019-01-11,MARY EMRICK,200 CLAY ST,020600003616200,,,CLOSED,NO HEATING OIL/OVERCROWDING
RENT1812-014,2018-12-13,VIOLATIONS,2019-03-15,MARY EMRICK,187 GREEN ST**,020600003628075,,,CLOSED,MULTIPLE VIOLATIONS
RENT1812-006,2018-12-07,VIOLATIONS,2019-01-10,JEANNETTE ROEDER,"25 MURRAY AVE** 1,2,3",020600007084000,,,CLOSED,"ELECTRICAL OUTLETS, NE (UNIT 3)"
RENT1812-015,2018-12-13,VIOLATIONS,2019-03-15,MARY EMRICK,23 FRANCIS STREET**,020600006924400,,,CLOSED,MULTIPLE VIOLATIONS
RENT1812-004,2018-12-07,VIOLATIONS,2019-01-08,ADAM KNIGHT,421 HARWOOD PL,020619090035361,,,CLOSED,Rental Inspection
RENT1812-003,2018-12-07,VIOLATIONS,2019-01-17,MARY EMRICK,732 ROSEDALE STREET**,020600001127000,,,CLOSED,SMOKE AND COMBINATION SMOKE/CO
RENT1812-002,2018-12-04,VIOLATIONS,2019-02-04,MARY EMRICK,30 MARYLAND AVE,020600008257120,,,CLOSED,SMOKE/CO DETECTORS
RENT1812-001,2018-12-04,VIOLATIONS,2018-12-18,MARY EMRICK,111 ACADEMY ST**,020600000943000,,,CLOSED,10 YR SMOKE DETECTORS
RENT1811-028,2018-11-30,VIOLATIONS,2019-08-07,MARY EMRICK,88 STATE CIR**,020600002686600,,,CLOSED,CHIPPING PAINT EXTERIOR/BASEMENT REHAB
RENT1811-027,2018-11-30,VIOLATIONS,2019-02-04,MARY EMRICK,96 EAST ST,020600009223200,,,CLOSED,CO DETECTORS & COMBO CO DETECTORS
RENT1812-007,2018-12-10,VIOLATIONS,2019-01-08,MARY EMRICK,11 RIDOUT ST,020605990029520,,,CLOSED,HOUSEKEEPING/OVERCROWDING
RENT1812-022,2018-12-18,,2019-01-22,ADAM KNIGHT,715 GENESSEE STREET**,020600090007582,,,CLOSED,Rental Inspection
RENT1905-001,2019-05-01,VIOLATIONS,2019-07-29,MARY EMRICK,183 CLAY ST**,020600007244275,,,CLOSED,EXTERIOR CHIPPING PAINT
RENT1812-029,2018-12-19,FAILURE TO OBTAIN,2019-12-13,MARY EMRICK,21 SILVERWOOD CIR 6,020621290018388,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1812-028,2018-12-19,VIOLATIONS,2019-04-11,ADAM KNIGHT,315 ATWATER DR,020602590089909,,,CLOSED,Rental Inspection
RENT1812-027,2018-12-19,FAILURE TO OBTAIN,2019-02-08,MARY EMRICK,21 SILVERWOOD CIR 4,020621290018386,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1812-026,2018-12-19,VIOLATIONS,2019-01-22,ADAM KNIGHT,7 PETERS WAY,020628790078636,,,CLOSED,Rental Inspection
RENT1812-025,2018-12-18,VIOLATIONS,2019-05-07,ADAM KNIGHT,610 SEVERN ISLAND CT,020661090087255,,,CLOSED,Rental Inspection
RENT1812-013,2018-12-12,VIOLATIONS,2018-12-27,MARY EMRICK,302-E FORBES ST 205,020654701090660,,,CLOSED,ELECTRIC HARDWIRED COMBO SMOKE/CO
RENT1812-023,2018-12-18,VIOLATIONS,2019-01-22,ADAM KNIGHT,613 TUCKAHOE CREEK CT,020661090087318,,,CLOSED,Rental Inspection
RENT1812-031,2018-12-21,FAILURE TO RENEW,2019-02-07,MARY EMRICK,1076 CEDAR RIDGE CT**,020610501272766,,,CLOSED,FAILURE TO RENEW RENTAL LICENSE
RENT1812-021,2018-12-18,VIOLATIONS,2019-05-07,ADAM KNIGHT,20 MADISON PL**,020600003990302,,,CLOSED,Rental Inspection
RENT1812-020,2018-12-17,VIOLATIONS,2019-03-20,JEANNETTE ROEDER,8 VICTOR PARKWAY**,020695508338415,,,CLOSED,"MOISTURE IN WALLS, POSSIBLE MOLD"
RENT1812-019,2018-12-17,VIOLATIONS,2019-04-18,ADAM KNIGHT,221 BOWIE AVE,020600003659450,,,CLOSED,Rental Inspection
RENT1812-018,2018-12-14,VIOLATIONS,2019-06-13,ADAM KNIGHT,6 KIRBY LN**,020600000970200,,,CLOSED,Rental Inspection
RENT1812-017,2018-12-14,VIOLATIONS,2019-02-22,ADAM KNIGHT,26 BUNCHE ST**,020600003423300,,,CLOSED,Rental Inspection
RENT1812-016,2018-12-13,VIOLATIONS,2019-03-15,MARY EMRICK,163 KING GEORGE ST,020600003628000,,,CLOSED,BATHROOM WALL/CEILING - MOLD
RENT1812-024,2018-12-18,VIOLATIONS,2019-01-22,ADAM KNIGHT,602 TRIPP CREEK COURT,020661090087287,,,CLOSED,Rental Inspection
RENT1908-016,2019-08-16,VIOLATIONS,2019-10-07,MARY EMRICK,115 LAFAYETTE AVE**,020600005983700,,,CLOSED,MULTIPLE VIOLATIONS
RENT1908-023,2019-08-22,VIOLATIONS,,JEANNETTE ROEDER,778-C FAIRVIEW AVE,,,,,SMOKE DETECTOR
RENT1908-023,2019-08-22,VIOLATIONS,,JEANNETTE ROEDER,778-C FAIRVIEW AVE,,,,,SMOKE DETECTOR
RENT1908-022,2019-08-22,VIOLATIONS,,MARY EMRICK,312 SEVERN AVE** E402,,,,,TEN YEAR COMBO SMOKE/CO & CO DETECTOR
RENT1908-022,2019-08-22,VIOLATIONS,,MARY EMRICK,312 SEVERN AVE** E402,,,,,TEN YEAR COMBO SMOKE/CO & CO DETECTOR
RENT1908-021,2019-08-20,FAILURE TO OBTAIN,2019-10-23,MARY EMRICK,13 HILL ST,020600005360315,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1908-020,2019-08-20,VIOLATIONS,2019-12-13,MARY EMRICK,400 JEFFERSON STREET**,020600007487200,,,CLOSED,POSSIBLE EVICTION - ITEMS ON YARD AND STREET
RENT1908-019,2019-08-20,VIOLATIONS,2019-09-18,MARY EMRICK,128 CONDUIT ST,020600008756405,,,CLOSED,CARBON MONOXIDE DETECTORS
RENT1908-041,2019-08-29,VIOLATIONS,2019-11-07,ADAM KNIGHT,116 MERRYMAN CT,020636090028510,,,CLOSED,Rental Inspection
RENT1908-017,2019-08-16,VIOLATIONS,2019-09-04,JEANNETTE ROEDER,301 BURNSIDE ST C101,020699390011294,,,CLOSED,SMOKE ALARMS
RENT1908-026,2019-08-23,VIOLATIONS,2019-10-31,MARY EMRICK,47 MARYLAND AVE**,020600003065200,,,CLOSED,MULTIPLE VIOLATIONS
RENT1908-015,2019-08-15,VIOLATIONS,2020-04-14,JEANNETTE ROEDER,204-A VICTOR PKWY,020621290018217,,,CLOSED,"OVERCROWDING, ROACHES, FOIL ON STOVE"
RENT1908-014,2019-08-15,VIOLATIONS,2019-09-19,MARY EMRICK,1435 TYLER AVE,020600000142124,,,CLOSED,CHIPPING FLAKING PAINT IN KITCHEN
RENT1908-013,2019-08-15,VIOLATIONS,2019-09-19,MARY EMRICK,1431 TYLER AVE,020600000142124,,,CLOSED,BATHROOM - MILDEW
RENT1908-012,2019-08-15,VIOLATIONS,2020-01-27,MARY EMRICK,1394 TYLER AVE,020600000142124,,,CLOSED,MULTIPLE VIOLATIONS
RENT1908-011,2019-08-13,VIOLATIONS,2019-10-04,MARY EMRICK,37 PINKNEY ST,020600090009823,,,CLOSED,CARBON MONOXIDE DETECTORS EACH LEVEL
RENT1908-010,2019-08-13,VIOLATIONS,2019-09-03,MARY EMRICK,22 CORNHILL ST**,020600008051400,,,CLOSED,2ND FLOOR CO DETECTOR & WINDOW WELLS
RENT1908-018,2019-08-20,VIOLATIONS,2019-09-11,MARY EMRICK,100 ANNAPOLIS ST,020600008670200,,,CLOSED,Window Screens
RENT1904-045,2019-04-30,VIOLATIONS,2019-06-19,MARY EMRICK,31 PINKNEY ST,020600000368351,,,CLOSED,ROTTEN WOOD ON HOUSE
RENT1908-039,2019-08-29,VIOLATIONS,2019-09-26,ADAM KNIGHT,109 MERRYMAN CT,020636090028479,,,CLOSED,Rental Inspection
RENT1908-038,2019-08-29,VIOLATIONS,2019-09-26,ADAM KNIGHT,105 MERRYMAN CT,020636090028477,,,CLOSED,Rental Inspection
RENT1908-037,2019-08-29,VIOLATIONS,2019-09-25,ADAM KNIGHT,1507 WEST ST**,020655105066725,,,CLOSED,Rental Inspection
RENT1908-036,2019-08-26,VIOLATIONS,2020-02-27,MARY EMRICK,194 DUKE OF GLOUCESTER ST**,020600006020000,,,CLOSED,EXTERIOR PORCH AREA
RENT1908-035,2019-08-26,VIOLATIONS,2019-11-13,ADAM KNIGHT,1 1/2 N CHERRY GROVE AVE**,020600009226005,,,CLOSED,Rental Inspection
RENT1908-024,2019-08-22,VIOLATIONS,2019-09-20,JEANNETTE ROEDER,152 JEFFERSON ST,020600008424307,,,CLOSED,"GFCI, SCALING PAINT"
RENT1908-033,2019-08-26,VIOLATIONS,2019-10-11,ADAM KNIGHT,1 N CHERRY GROVE AVE**,020600009226005,,,CLOSED,Rental Inspection
RENT1908-025,2019-08-22,VIOLATIONS,2019-09-20,JEANNETTE ROEDER,800 CHESAPEAKE AVE**,020600003628040,,,CLOSED,GFCI OUTLETS
RENT1908-031,2019-08-26,VIOLATIONS,,ADAM KNIGHT,622 SEVERN ISLAND CT,,,,,Rental Inspection
RENT1908-031,2019-08-26,VIOLATIONS,,ADAM KNIGHT,622 SEVERN ISLAND CT,,,,,Rental Inspection
RENT1908-030,2019-08-26,VIOLATIONS,2020-03-30,ADAM KNIGHT,32 HICKS AVENUE**,020600003297000,,,CLOSED,Rental Inspection
RENT1908-029,2019-08-23,VIOLATIONS,2019-09-19,MARY EMRICK,176 CONDUIT ST**,020600004842605,,,CLOSED,CARBON MONOXIDE DETECTORS/EGREEE BACKUP LIGHTS
RENT1908-028,2019-08-23,VIOLATIONS,2019-09-17,ADAM KNIGHT,2003 BAY RIDGE AVENUE,020695500136500,,,CLOSED,Rental INspection
RENT1908-027,2019-08-23,VIOLATIONS,2019-09-17,ADAM KNIGHT,1008 MONROE STREET,020600002634107,,,CLOSED,Rental Inspection
RENT1908-007,2019-08-07,FAILURE TO OBTAIN,2019-08-22,MARY EMRICK,316 BURNSIDE ST 207,020660904549200,,,CLOSED,RENTAL APPLICATION - NEW OWNER
RENT1908-034,2019-08-26,VIOLATIONS,2019-10-11,ADAM KNIGHT,1-A N CHERRY GROVE AVE**,020600009226005,,,CLOSED,Rental Inspection
RENT1907-043,2019-07-23,VIOLATIONS,,ADAM KNIGHT,5 PARK LN,,,,,Rental Inspection
RENT1907-043,2019-07-23,VIOLATIONS,,ADAM KNIGHT,5 PARK LN,,,,,Rental Inspection
RENT1908-009,2019-08-07,VIOLATIONS,2019-09-13,ADAM KNIGHT,12 HERITAGE CT,020636090028545,,,CLOSED,Rental Inspection
RENT1907-050,2019-07-24,VIOLATIONS,2019-08-23,MARY EMRICK,80 CHARLES ST**,020600002370051,,,CLOSED,SMOKE DETECTOR/ILLEGAL BEDROOM
RENT1907-049,2019-07-24,VIOLATIONS,2019-08-23,MARY EMRICK,78 CHARLES ST**,020600005331203,,,CLOSED,HOUSEKEEPING THROUGHOUT/KITCHEN FAUCET
RENT1907-048,2019-07-24,FAILURE TO OBTAIN,2019-08-23,MARY EMRICK,15 MONTICELLO AVE,020600005188505,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1907-047,2019-07-24,FAILURE TO OBTAIN,2019-08-23,MARY EMRICK,13 MONTICELLO AVE,020600001925034,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1907-046,2019-07-24,FAILURE TO OBTAIN,2019-08-23,MARY EMRICK,11 MONTICELLO AVE,020600001925033,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1907-053,2019-07-25,FAILURE TO OBTAIN,2019-10-21,MARY EMRICK,128 QUIET WATERS PL,020605590085667,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1907-044,2019-07-23,VIOLATIONS,2019-09-17,ADAM KNIGHT,1012 PARK AVE**,020600008314902,,,CLOSED,Rental Inspection
RENT1907-054,2019-07-25,VIOLATIONS,2019-07-25,MARY EMRICK,14 CORNHILL ST,020600007192000,,,CLOSED,OVERGROWTH
RENT1907-042,2019-07-23,VIOLATIONS,,ADAM KNIGHT,127 CHESAPEAKE AVE,,,,,Rental Inspection
RENT1907-042,2019-07-23,VIOLATIONS,,ADAM KNIGHT,127 CHESAPEAKE AVE,,,,,Rental Inspection
RENT1907-041,2019-07-22,VIOLATIONS,2019-09-19,ADAM KNIGHT,433 MERRYMAN RD,020636090028538,,,CLOSED,Rental Inspection
RENT1907-040,2019-07-22,VIOLATIONS,2019-08-30,ADAM KNIGHT,136 BRIGHTWATER DR,020602590089916,,,CLOSED,Rental Inspection
RENT1907-038,2019-07-22,VIOLATIONS,2019-10-08,ADAM KNIGHT,152 CONDUIT ST,020600008654800,,,CLOSED,Rental Inspection
RENT1907-037,2019-07-22,VIOLATIONS,2019-08-13,MARY EMRICK,12 CORNHILL STREET**,020600004184600,,,CLOSED,REMOVE EXCESS STORAGE ON ALL LEVELS
RENT1907-045,2019-07-23,VIOLATIONS,2019-10-08,ADAM KNIGHT,1009 MONROE ST**,020600006431660,,,CLOSED,Rental Inspection
RENT1907-062,2019-07-29,VIOLATIONS,2019-09-12,MARY EMRICK,11 MORRIS ST**,020600006038200,,,CLOSED,MULTIPLE VIOLATIONS
RENT1908-042,2019-08-29,VIOLATIONS,2019-10-25,MARY EMRICK,39 FRANKLIN ST** 2ND FL,020600007396800,,,CLOSED,WORK DONE WITHOUT PERMITS
RENT1908-005,2019-08-05,VIOLATIONS,,JEANNETTE ROEDER,290-F HILLTOP LN,,,,,"SMOKE ALARMS, LIGHT FIXTURES"
RENT1908-005,2019-08-05,VIOLATIONS,,JEANNETTE ROEDER,290-F HILLTOP LN,,,,,"SMOKE ALARMS, LIGHT FIXTURES"
RENT1908-004,2019-08-05,VIOLATIONS,,ADAM KNIGHT,704 COYBAY DR,,,,,Rental Inspection
RENT1908-004,2019-08-05,VIOLATIONS,,ADAM KNIGHT,704 COYBAY DR,,,,,Rental Inspection
RENT1908-003,2019-08-05,VIOLATIONS,2019-09-10,ADAM KNIGHT,523 ANNAPOLITAN LANE,020602590089944,,,CLOSED,Rental Inspection
RENT1908-002,2019-08-05,VIOLATIONS,2019-09-30,ADAM KNIGHT,9-B HERITAGE COURT #122,020636090028596,,,CLOSED,RENTAL INSPECTION
RENT1907-051,2019-07-25,VIOLATIONS,2019-08-20,MARY EMRICK,180 PRINCE GEORGE ST,020600002692724,,,CLOSED,EXCESS BEDS IN ATTIC AREA
RENT1907-063,2019-07-31,VIOLATIONS,,MARY EMRICK,1426 TYLER AVE,,,,,MULTIPLE VIOLATIONS
RENT1907-063,2019-07-31,VIOLATIONS,,MARY EMRICK,1426 TYLER AVE,,,,,MULTIPLE VIOLATIONS
RENT1908-008,2019-08-07,VIOLATIONS,2020-08-25,JEANNETTE ROEDER,784-A FAIRVIEW AVE**,020680590026869,,,CLOSED,GFCI OUTLET
RENT1907-061,2019-07-29,VIOLATIONS,2019-09-12,MARY EMRICK,43 MADISON PL,020600090045308,,,CLOSED,2ND FLOOR HALLWAY - HOLE
RENT1907-060,2019-07-29,VIOLATIONS,2019-09-12,MARY EMRICK,45 MADISON PL,020600090045307,,,CLOSED,3RD BEDROOM ELECTRIC SMOKE DETECTOR
RENT1907-059,2019-07-29,VIOLATIONS,2019-12-13,MARY EMRICK,19 COLLEGE AVE**,020600006256625,,,CLOSED,EXTERIOR SIDE WOOD BY J CHANNEL
RENT1907-058,2019-07-29,VIOLATIONS,2019-08-06,MARY EMRICK,235 FARRAGUT RD,020601002856825,,,CLOSED,OVERGROWTH
RENT1907-057,2019-07-25,VIOLATIONS,2019-09-19,MARY EMRICK,104 SOUTH ST**,020600001221900,,,CLOSED,DRYWALL WORK IN STAIRWAY/HANDRAIL/OVERCROWDING
RENT1907-056,2019-07-25,VIOLATIONS,,MARY EMRICK,6 BATES ST,,,,,UNTAGGED SUV IN DRIVEWAY/YARD AREA
RENT1907-056,2019-07-25,VIOLATIONS,,MARY EMRICK,6 BATES ST,,,,,UNTAGGED SUV IN DRIVEWAY/YARD AREA
RENT1908-001,2019-08-05,VIOLATIONS,2019-11-14,ADAM KNIGHT,20 SPINDRIFT WAY,020681290018763,,,CLOSED,Rental Inspection
RENT1909-041,2019-09-25,VIOLATIONS,2019-10-28,ADAM KNIGHT,304 LOCUST AVE**,020600001811600,,,CLOSED,Rental Inspection
RENT1909-048,2019-09-30,VIOLATIONS,2019-11-04,MARY EMRICK,59 SOUTHGATE AVE**,020600005019000,,,CLOSED,"BASEMENT, EXTERIOR STAIRS IN FRONT , & REAR EXTERIOR"
RENT1909-047,2019-09-26,VIOLATIONS,2019-11-07,ADAM KNIGHT,709 PEARSON POINT PL,020652290216888,,,CLOSED,Rental Inspection
RENT1909-046,2019-09-26,VIOLATIONS,,MARY EMRICK,1301 TYLER AVE,,,,,MULTIPLE VIOLATIONS
RENT1909-046,2019-09-26,VIOLATIONS,,MARY EMRICK,1301 TYLER AVE,,,,,MULTIPLE VIOLATIONS
RENT1909-045,2019-09-26,VIOLATIONS,2019-10-23,ADAM KNIGHT,616 GREENBRIAR LN,020628701697037,,,CLOSED,Rental Inspection
RENT1909-044,2019-09-26,VIOLATIONS,2020-03-18,ADAM KNIGHT,331 ATWATER DRIVE,020602590089901,,,CLOSED,Rental Inspection
RENT1908-040,2019-08-29,VIOLATIONS,2019-09-26,ADAM KNIGHT,14 HERITAGE CT,020636090028544,,,CLOSED,Rental Inspection
RENT1909-042,2019-09-25,VIOLATIONS,2019-10-18,ADAM KNIGHT,1311 WEST STREET**,020600002802500,,,CLOSED,Rental Inspection
RENT1910-001,2019-10-02,FAILURE TO OBTAIN,,ADAM KNIGHT,222 PINDELL AVE,,,,,Rental License
RENT1910-001,2019-10-02,FAILURE TO OBTAIN,,ADAM KNIGHT,222 PINDELL AVE,,,,,Rental License
RENT1909-040,2019-09-25,VIOLATIONS,2020-05-18,ADAM KNIGHT,313 GLEN AVE**,020600004618650,,,CLOSED,Rental Inspection
RENT1909-039,2019-09-25,VIOLATIONS,2019-11-12,MARY EMRICK,721 S CHERRY GROVE AVE,020600090213797,,,CLOSED,MULTIPLE VIOLATIONS
RENT1909-038,2019-09-24,VIOLATIONS,2019-10-15,JEANNETTE ROEDER,1230 TYLER AVENUE,020600008113700,,,CLOSED,KITCHEN - GFCI
RENT1909-037,2019-09-24,VIOLATIONS,2019-10-23,MARY EMRICK,2 TUCKER ST,020600000443100,,,CLOSED,OVERCROWDING & DRYER VENT PIPE
RENT1909-036,2019-09-24,VIOLATIONS,2019-10-17,MARY EMRICK,107 TOLSON STREET**,020600007647900,,,CLOSED,"KITCHEN STOVE, GUTTERS & DOWNSPOUTS"
RENT1909-035,2019-09-24,VIOLATIONS,2019-12-13,ADAM KNIGHT,219 GROSS AVE,020669290013648,,,CLOSED,Rental Inspection
RENT1909-043,2019-09-25,VIOLATIONS,2019-10-22,ADAM KNIGHT,3 SPINDRIFT WAY,020681290018746,,,CLOSED,Rental Inspection
RENT1910-007,2019-10-07,VIOLATIONS,2019-10-24,JEANNETTE ROEDER,4 MUIR WOODS COURT,020611890043755,,,CLOSED,MEANS OF EGRESS
RENT2009-033,2020-09-28,VIOLATIONS,,MARY EMRICK,14 SKIPPERS CT,,,,,Multiple Violations
RENT2009-033,2020-09-28,VIOLATIONS,,MARY EMRICK,14 SKIPPERS CT,,,,,Multiple Violations
RENT1910-014,2019-10-09,VIOLATIONS,2019-10-25,ADAM KNIGHT,1003 JACKSON ST**,020600001052800,,,CLOSED,Rental Inspection
RENT1910-013,2019-10-09,VIOLATIONS,2019-11-20,ADAM KNIGHT,1019 HANSON ST,020605790009530,,,CLOSED,Rental INspection
RENT1910-012,2019-10-09,VIOLATIONS,2020-03-06,ADAM KNIGHT,104 CLAY ST**,020600008122300,,,CLOSED,Rental Inspection
RENT1910-011,2019-10-09,VIOLATIONS,2019-11-21,MARY EMRICK,701-713 NEWTOWNE DR,020600007136302,,,CLOSED,MULTIPLE VIOLATIONS
RENT1910-010,2019-10-08,VIOLATIONS,2019-11-06,MARY EMRICK,1446 TYLER AVE,020600000142124,,,CLOSED,MICROBIAL GROWTH/HOLES IN WALLS/DOORS
RENT1909-049,2019-09-30,VIOLATIONS,2019-12-09,MARY EMRICK,900 SPA RD,020600004782400,,,CLOSED,Units1-4
RENT1910-008,2019-10-07,VIOLATIONS,2019-10-24,JEANNETTE ROEDER,10-I AMBERSTONE COURT,020601890088312,,,CLOSED,KITCHEN GFCI OUTLET
RENT1909-050,2019-09-30,FAILURE TO OBTAIN,2019-12-05,JOHN MENASSA,198 PRINCE GEORGE ST,020600002753800,,,CLOSED,Unlicensed rental
RENT1910-006,2019-10-07,VIOLATIONS,2019-10-24,JEANNETTE ROEDER,231 CHATHAM LN,020610790019246,,,CLOSED,EXTERIOR STAIRS
RENT1910-005,2019-10-07,VIOLATIONS,2019-11-04,,45 CORNHILL ST**,020600007791900,,,CLOSED,INTERIOR
RENT1910-004,2019-10-07,VIOLATIONS,2019-11-13,MARY EMRICK,33 GLEN AVE,020600090035381,,,CLOSED,REAR EXTERIOR
RENT1910-003,2019-10-04,VIOLATIONS,2019-11-01,MARY EMRICK,243 KING GEORGE ST**,020600008388725,,,CLOSED,ILLEGAL BEDROOM/KITCHEN
RENT1910-002,2019-10-04,VIOLATIONS,2019-11-15,MARY EMRICK,61 FRANKLIN ST**,020600005369000,,,CLOSED,SMOKE DETECTORS/CO DETECTORS/GFCI'S
RENT1909-032,2019-09-19,VIOLATIONS,2019-11-05,MARY EMRICK,174 WEST STREET (HOTEL),020600007571900,,,CLOSED,2ND & 5TH FLOOR - COMBO SMOKE/CO DETECTORS
RENT1910-009,2019-10-07,VIOLATIONS,2019-10-17,MARY EMRICK,106 CLAY ST,020600003858400,,,CLOSED,MULTIPLE VIOLATIONs
RENT1909-007,2019-09-04,VIOLATIONS,2019-11-20,JEANNETTE ROEDER,919 BREAKWATER DRIVE,020654690054223,,,CLOSED,CEILING
RENT1909-034,2019-09-23,VIOLATIONS,2019-10-17,MARY EMRICK,103 ANNAPOLIS ST** 2ND FLOOR,020600001645000,,,CLOSED,Exterior Stair Treads
